nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6528953,0.17357364,0.52977216,0.22092393,0.636856,0.28927264,0.44743833,0.28391716,0.690119,0.42177066,0.42081678,0.32767075,0.7354556,0.45369706,0.523268,0.50171995,0.53461856,0.5301252,0.68792576,0.65004903,0.4587694,0.7296969,0.76787394,0.82248765,0.18635067,0.82390654
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470946,0.17544413,0.51788217,0.22235993,0.6198598,0.30315998,0.42765555,0.2994453,0.66821563,0.43465185,0.4119206,0.34318328,0.70630974,0.45524266,0.5045374,0.49612275,0.5121436,0.53093714,0.67074007,0.6388978,0.46750885,0.7368533,0.7500776,0.8451893,0.19542001,0.8289671
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6395336,0.17033467,0.5017299,0.22647719,0.62252843,0.2839166,0.4174339,0.2994383,0.67110634,0.44674584,0.38050717,0.34377152,0.7139119,0.44965816,0.45595196,0.50611275,0.5629983,0.5296797,0.44670472,0.70481056,0.7214222,0.7218149,0.3326125,0.8181438,0.70944774,0.84713286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6271556,0.17169423,0.49693564,0.23563574,0.6106251,0.2906925,0.40428966,0.2979141,0.6561603,0.4512032,0.36483487,0.33844006,0.71061236,0.45385173,0.44279122,0.5073003,0.54660004,0.5274467,0.44612107,0.70486337,0.708752,0.7074212,0.29130337,0.8086176,0.7166655,0.8634531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6371345,0.16710149,0.60697216,0.2796854,0.55808914,0.2645409,0.64582396,0.42742357,0.4453491,0.37489918,0.7126905,0.4623585,0.34175318,0.3817507,0.4972262,0.5211598,0.51436865,0.51782423,0.48517,0.7142537,0.69735223,0.7072403,0.3156981,0.8181711,0.66435015,0.8571461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654127,0.17216894,0.5470516,0.26081297,0.6299181,0.28136578,0.5490582,0.37473097,0.68695563,0.44468847,0.6942227,0.43496424,0.7772659,0.45637986,0.4545904,0.52337104,0.54533064,0.53014964,0.5205962,0.6970971,0.7206034,0.6650525,0.26357514,0.8052008,0.7108358,0.86145604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65863425,0.17659536,0.5438088,0.2649885,0.61430883,0.3191118,0.5990345,0.41881067,0.58623993,0.42096874,0.72227454,0.44942957,0.53005224,0.43907025,0.47986186,0.5161419,0.5017369,0.54367286,0.67563313,0.6522896,0.59678704,0.74455494,0.6857023,0.86762947,0.29305282,0.8097001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65485793,0.18397014,0.47065234,0.24746893,0.64928466,0.31975317,0.37884337,0.33728564,0.6997564,0.44255605,0.42755112,0.3756526,0.8102885,0.45795092,0.3901233,0.49936935,0.4729706,0.5282796,0.64494723,0.64778936,0.64188194,0.698656,0.5970095,0.85109234,0.33372894,0.81255424
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6305252,0.17278165,0.42574105,0.23940161,0.6160429,0.3141553,0.30260244,0.33060077,0.6759313,0.4458796,0.36188805,0.38093302,0.8258262,0.44832468,0.35175622,0.49485445,0.4390331,0.52302265,0.61718893,0.6536815,0.6263776,0.6891755,0.5849089,0.8543466,0.32222107,0.795099
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61106294,0.17781569,0.40238124,0.24426076,0.60391,0.31461215,0.29583487,0.3350639,0.6473761,0.44779727,0.36917078,0.38888976,0.7707525,0.4528258,0.31612533,0.49967247,0.4164138,0.5256684,0.5937367,0.6489236,0.62343955,0.67896575,0.5547622,0.84591097,0.32033104,0.7938007
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916686,0.1753707,0.38161874,0.23616824,0.5579174,0.30386347,0.23474126,0.3260384,0.62021977,0.43670827,0.23585065,0.37172174,0.6636974,0.43616956,0.3090267,0.48383802,0.3899982,0.5127462,0.60448027,0.6504045,0.5817196,0.6675621,0.49269602,0.8411965,0.34252378,0.8058672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58689165,0.17034993,0.36019114,0.23808068,0.56287855,0.29100943,0.21563531,0.34092507,0.6324953,0.42757252,0.0,0.0,0.71670884,0.43580082,0.2731276,0.48412606,0.379288,0.5099192,0.5952224,0.64754266,0.6143129,0.6566183,0.4372595,0.8349649,0.35942742,0.83877754
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5617044,0.16926567,0.35506397,0.2294513,0.5383607,0.29085124,0.22062778,0.324372,0.63041186,0.43276075,0.0,0.0,0.7657585,0.42839593,0.25432006,0.48113367,0.3546859,0.51090235,0.5998676,0.62954795,0.65135765,0.6422226,0.43298328,0.8253732,0.37489265,0.8354191
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559353,0.16229823,0.35781226,0.23208594,0.5392495,0.28863406,0.20431946,0.31941113,0.5915531,0.4269623,0.283003,0.38486272,0.67614365,0.4248365,0.26430827,0.48135898,0.35260725,0.5043408,0.60830855,0.6328883,0.6140469,0.63152117,0.47642362,0.8302745,0.34741202,0.82967204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55698353,0.16356523,0.3423529,0.23893137,0.5314178,0.28494808,0.18655914,0.32884446,0.6036163,0.4281971,0.31876218,0.38626748,0.6990655,0.42589104,0.24856727,0.48212612,0.3733256,0.5040485,0.5190226,0.6300208,0.662928,0.6237145,0.3008977,0.8076117,0.5592492,0.844037
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549291,0.16335203,0.33674517,0.23767741,0.5232507,0.28519547,0.18100746,0.32400995,0.59614164,0.42858085,0.29408854,0.37750074,0.6977543,0.42512944,0.23943,0.48271334,0.36273417,0.5047482,0.50745285,0.63118345,0.6574376,0.624767,0.2942589,0.8057372,0.5479826,0.8429204
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5430021,0.16198866,0.33252165,0.23381378,0.50829095,0.2725367,0.19447097,0.3256442,0.59676826,0.42561778,0.30520943,0.37158328,0.69635063,0.4257288,0.24433829,0.48224834,0.37077886,0.5034157,0.52833605,0.62638766,0.693237,0.6183544,0.27494538,0.80146754,0.6190339,0.8388195
